planName,skillLevel,goal,equipment,durationMinutes,focus,exercises,exerciseDetails
Intermediate Fat Loss - 20+ minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,25,Fat Loss,Butt Kicks;Leg Swings;Jumping Jacks;Jump Rope HIIT;Sprint Intervals;Broad Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 65, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope HIIT"", ""duration"": 173, ""sets"": 3, ""rest"": 30, ""category"": ""fatloss""}, {""name"": ""Sprint Intervals"", ""duration"": 244, ""sets"": 2, ""rest"": 30, ""category"": ""fatloss""}, {""name"": ""Broad Jumps"", ""duration"": 81, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Pro Stamina - 5-10 minutes (Gym),Pro,Stamina,Gym,8,Stamina,Leg Swings;Jump Squats;Box Jumps,"[{""name"": ""Leg Swings"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 76, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Box Jumps"", ""duration"": 62, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Beginner Stamina - 5-10 minutes (Kettlebell),Beginner,Stamina,Kettlebell,4,Stamina,Leg Swings;Jumping Jacks;Jump Squats,"[{""name"": ""Leg Swings"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 39, ""sets"": 2, ""rest"": 39, ""category"": ""power""}]"
Beginner Fat Loss - 20+ minutes (Gym),Beginner,Fat Loss,Gym,9,Fat Loss,Arm Circles;Leg Swings;Jumping Jacks;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 40, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 72, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Stamina - 20+ minutes (Kettlebell),Beginner,Stamina,Kettlebell,21,Stamina,Arm Circles;Jumping Jacks;High Knees;Circuit Training;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 37, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 79, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 55, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Circuit Training"", ""duration"": 234, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 67, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Stamina - 10-20 minutes (Gym),Intermediate,Stamina,Gym,14,Stamina,Jumping Jacks;Arm Circles;Kettlebell Swings;Medicine Ball Slams,"[{""name"": ""Jumping Jacks"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 77, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Kettlebell Swings"", ""duration"": 160, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Medicine Ball Slams"", ""duration"": 96, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Intermediate Endurance - 5-10 minutes (Kettlebell),Intermediate,Endurance,Kettlebell,2,Endurance,Jumping Jacks,"[{""name"": ""Jumping Jacks"", ""duration"": 106, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Beginner Endurance - 10-20 minutes (Kettlebell),Beginner,Endurance,Kettlebell,11,Endurance,Jumping Jacks;Arm Circles;Brisk Walking,"[{""name"": ""Jumping Jacks"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 36, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Brisk Walking"", ""duration"": 259, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}]"
Pro Endurance - 5-10 minutes (None),Pro,Endurance,None,7,Endurance,High Knees;Mountain Climbers,"[{""name"": ""High Knees"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 100, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Endurance - 5-10 minutes (Gym),Beginner,Endurance,Gym,1,Endurance,Jumping Jacks,"[{""name"": ""Jumping Jacks"", ""duration"": 78, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Beginner Endurance - 20+ minutes (Kettlebell),Beginner,Endurance,Kettlebell,16,Endurance,Jumping Jacks;Arm Circles;Brisk Walking,"[{""name"": ""Jumping Jacks"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 59, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Brisk Walking"", ""duration"": 406, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}]"
Pro Endurance - 10-20 minutes (Kettlebell),Pro,Endurance,Kettlebell,16,Endurance,Leg Swings;Jumping Jacks;Jogging,"[{""name"": ""Leg Swings"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 387, ""sets"": 2, ""rest"": 16, ""category"": ""endurance""}]"
Pro Power - 20+ minutes (Gym),Pro,Power,Gym,25,Power,High Knees;Butt Kicks;Leg Swings;Broad Jumps;Plyometric Push-ups;Explosive Lunges,"[{""name"": ""High Knees"", ""duration"": 96, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 105, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 105, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Broad Jumps"", ""duration"": 97, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Plyometric Push-ups"", ""duration"": 113, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Explosive Lunges"", ""duration"": 128, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Fat Loss - 10-20 minutes (Kettlebell),Pro,Fat Loss,Kettlebell,10,Fat Loss,Leg Swings;Jumping Jacks;Plyometric Push-ups;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 111, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 50, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 101, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Pro Power - 5-10 minutes (Gym),Pro,Power,Gym,4,Power,Butt Kicks;Tuck Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tuck Jumps"", ""duration"": 42, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Power - 20+ minutes (Kettlebell),Pro,Power,Kettlebell,27,Power,Jumping Jacks;Leg Swings;Kettlebell Swings;Plyometric Push-ups;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 127, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 106, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Kettlebell Swings"", ""duration"": 140, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Plyometric Push-ups"", ""duration"": 96, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 76, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Pro Fat Loss - 10-20 minutes (Gym),Pro,Fat Loss,Gym,16,Fat Loss,Leg Swings;Arm Circles;Shuttle Runs,"[{""name"": ""Leg Swings"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 248, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Fat Loss - 5-10 minutes (Kettlebell),Beginner,Fat Loss,Kettlebell,1,Fat Loss,Jumping Jacks,"[{""name"": ""Jumping Jacks"", ""duration"": 76, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Pro Endurance - 20+ minutes (Kettlebell),Pro,Endurance,Kettlebell,26,Endurance,Butt Kicks;Arm Circles;Jumping Jacks;Tabata Intervals;Mountain Climbers,"[{""name"": ""Butt Kicks"", ""duration"": 88, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 101, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 100, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tabata Intervals"", ""duration"": 481, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 81, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Fat Loss - 5-10 minutes (None),Intermediate,Fat Loss,None,7,Fat Loss,High Knees;Jump Squats;Jumping Burpees,"[{""name"": ""High Knees"", ""duration"": 84, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 56, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Jumping Burpees"", ""duration"": 31, ""sets"": 4, ""rest"": 30, ""category"": ""fatloss""}]"
Beginner Stamina - 10-20 minutes (None),Beginner,Stamina,None,7,Stamina,Arm Circles;Leg Swings;Jumping Jacks;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 67, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 39, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Pro Endurance - 5-10 minutes (Kettlebell),Pro,Endurance,Kettlebell,1,Endurance,Arm Circles,"[{""name"": ""Arm Circles"", ""duration"": 76, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Pro Endurance - 10-20 minutes (Kettlebell),Pro,Endurance,Kettlebell,12,Endurance,Jumping Jacks;High Knees;Jogging,"[{""name"": ""Jumping Jacks"", ""duration"": 100, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 100, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 252, ""sets"": 2, ""rest"": 16, ""category"": ""endurance""}]"
Pro Fat Loss - 5-10 minutes (Kettlebell),Pro,Fat Loss,Kettlebell,7,Fat Loss,Arm Circles;Butt Kicks;Jump Squats,"[{""name"": ""Arm Circles"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 83, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Intermediate Stamina - 5-10 minutes (Gym),Intermediate,Stamina,Gym,6,Stamina,Arm Circles;Plyometric Push-ups,"[{""name"": ""Arm Circles"", ""duration"": 72, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 90, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Pro Fat Loss - 5-10 minutes (Gym),Pro,Fat Loss,Gym,6,Fat Loss,High Knees;Kettlebell Swings,"[{""name"": ""High Knees"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Kettlebell Swings"", ""duration"": 81, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Fat Loss - 10-20 minutes (Gym),Pro,Fat Loss,Gym,16,Fat Loss,Arm Circles;Jumping Jacks;Mountain Climbers;Battle Ropes;Medicine Ball Slams,"[{""name"": ""Arm Circles"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 136, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 61, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Battle Ropes"", ""duration"": 100, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Medicine Ball Slams"", ""duration"": 72, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Beginner Power - 5-10 minutes (Kettlebell),Beginner,Power,Kettlebell,6,Power,Leg Swings;Jumping Jacks;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 53, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Power - 10-20 minutes (Gym),Beginner,Power,Gym,8,Power,Arm Circles;Jumping Jacks;Leg Swings;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 82, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Power - 20+ minutes (Kettlebell),Beginner,Power,Kettlebell,14,Power,Leg Swings;Jumping Jacks;Butt Kicks;Burpees;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 67, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Burpees"", ""duration"": 37, ""sets"": 4, ""rest"": 39, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 65, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Stamina - 5-10 minutes (None),Beginner,Stamina,None,7,Stamina,Arm Circles;High Knees;Mountain Climbers;Burpees,"[{""name"": ""Arm Circles"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 45, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Burpees"", ""duration"": 38, ""sets"": 2, ""rest"": 39, ""category"": ""power""}]"
Beginner Power - 10-20 minutes (None),Beginner,Power,None,12,Power,High Knees;Arm Circles;Butt Kicks;Jump Squats;Mountain Climbers,"[{""name"": ""High Knees"", ""duration"": 47, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 38, ""sets"": 4, ""rest"": 39, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 48, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Fat Loss - 5-10 minutes (None),Beginner,Fat Loss,None,6,Fat Loss,Leg Swings;Jumping Jacks;Jump Squats,"[{""name"": ""Leg Swings"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 33, ""sets"": 4, ""rest"": 39, ""category"": ""power""}]"
Beginner Fat Loss - 20+ minutes (None),Beginner,Fat Loss,None,14,Fat Loss,High Knees;Leg Swings;Arm Circles;Mountain Climbers;Jump Rope HIIT,"[{""name"": ""High Knees"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 41, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 45, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Jump Rope HIIT"", ""duration"": 106, ""sets"": 3, ""rest"": 39, ""category"": ""fatloss""}]"
Pro Fat Loss - 5-10 minutes (Gym),Pro,Fat Loss,Gym,6,Fat Loss,High Knees;Explosive Lunges,"[{""name"": ""High Knees"", ""duration"": 84, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 133, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Beginner Stamina - 20+ minutes (Gym),Beginner,Stamina,Gym,5,Stamina,Arm Circles;Leg Swings;Jumping Jacks;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 33, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 57, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 55, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Pro Power - 10-20 minutes (Kettlebell),Pro,Power,Kettlebell,14,Power,High Knees;Jumping Jacks;Explosive Lunges;Jump Squats,"[{""name"": ""High Knees"", ""duration"": 107, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 104, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 63, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Jump Squats"", ""duration"": 57, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Intermediate Stamina - 20+ minutes (Kettlebell),Intermediate,Stamina,Kettlebell,24,Stamina,Butt Kicks;Arm Circles;Leg Swings;Interval Running;Jump Rope;Plyometric Push-ups,"[{""name"": ""Butt Kicks"", ""duration"": 76, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 86, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Interval Running"", ""duration"": 216, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Jump Rope"", ""duration"": 146, ""sets"": 2, ""rest"": 30, ""category"": ""endurance""}, {""name"": ""Plyometric Push-ups"", ""duration"": 33, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Pro Stamina - 20+ minutes (None),Pro,Stamina,None,15,Stamina,Leg Swings;Arm Circles;Jumping Jacks;Plyometric Push-ups;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 85, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 113, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 76, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 143, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Fat Loss - 10-20 minutes (Gym),Beginner,Fat Loss,Gym,2,Fat Loss,Jumping Jacks;Arm Circles,"[{""name"": ""Jumping Jacks"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 36, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Intermediate Stamina - 5-10 minutes (Gym),Intermediate,Stamina,Gym,7,Stamina,Arm Circles;Explosive Lunges,"[{""name"": ""Arm Circles"", ""duration"": 85, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 89, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Pro Stamina - 5-10 minutes (Kettlebell),Pro,Stamina,Kettlebell,7,Stamina,Butt Kicks;Mountain Climbers;Tuck Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 84, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 78, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Tuck Jumps"", ""duration"": 68, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Pro Stamina - 10-20 minutes (Gym),Pro,Stamina,Gym,11,Stamina,Leg Swings;Jumping Jacks;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 100, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 149, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
